,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
930,930,https://www.coursera.org/learn/skills-management,Free,The State University of New York,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),"Leadership and Management, Professional Development, Performance Management, Strategy and Operations, Human Resources, Human Resources Operations, Marketing, Sales, Strategy, Entrepreneurship, Talent Management, People Development, Recruitment, Training",3.7,(230 reviews),Advanced · Course · 1-3 Months,Skilled Introduction Individual Skills Management ProjectCentered Course
931,931,https://www.coursera.org/learn/genetic-epidemiology,Free,University of Colorado System,Genetic Epidemiology Foundations,"Probability & Statistics, General Statistics, Epidemiology, Bioinformatics, Biostatistics",4.3,(33 reviews),Intermediate · Course · 1-3 Months,Genetic Epidemiology Foundations
932,932,https://www.coursera.org/learn/copyright-for-multimedia,Free,Duke University,Copyright for Multimedia,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Accounting, Communication, Data Analysis, Data Management, Extract, Transform, Load, General Accounting, Operating Systems, Security Engineering, Software Security, System Security, Visual Design",4.6,(388 reviews),Mixed · Course · 1-3 Months,Copyright Multimedia
933,933,https://www.coursera.org/learn/valuing-nature-and-people-to-inform-business-decision-making,Free,Capitals Coalition,Valuing nature and people to inform business decision-making,"Research and Design, Strategy and Operations, Business Analysis, Probability & Statistics, Critical Thinking, Software Engineering, Software Testing, Accounting, Audit, Big Data, Bioinformatics, Data Analysis, Data Management, Entrepreneurship, Finance, Financial Analysis, Geostatistics, Market Research, Risk Management, Statistical Tests, Business Communication, Problem Solving",4.6,(34 reviews),Beginner · Course · 1-4 Weeks,Valuing nature people inform business decisionmaking
934,934,https://www.coursera.org/learn/basic-modeling,Free,The University of Melbourne,Basic Modeling for Discrete Optimization,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Algorithms, Operations Research, Strategy and Operations, Theoretical Computer Science",4.8,(417 reviews),Intermediate · Course · 1-4 Weeks,Basic Modeling Discrete Optimization
935,935,https://www.coursera.org/learn/customer-insights-orientation,Free,University of Illinois at Urbana-Champaign,Customer Insights: New Product Development Orientation,"Design and Product, Entrepreneurship, Marketing, Sales, Strategy and Operations",4.4,(94 reviews),Beginner · Course · 1-3 Months,Customer Insights New Product Development Orientation
936,936,https://www.coursera.org/projects/create-financial-statement-using-microsoft-excel,,Coursera Project Network,Create a Financial Statement using Microsoft Excel,"Accounting, Business Analysis, Financial Accounting, Microsoft Excel, Spreadsheet Software, Data Analysis, Data Analysis Software, Finance",4.5,(183 reviews),Intermediate · Guided Project · Less Than 2 Hours,Create Financial Statement Microsoft Excel
937,937,https://www.coursera.org/learn/zhongguorenwenjingdiandaodu,Free,The Chinese University of Hong Kong,中國人文經典導讀,,4.9,(40 reviews),Mixed · Course · 1-3 Months,
938,938,https://www.coursera.org/projects/hiring-onboarding-employees-with-clickup,,Coursera Project Network,Hiring and Onboarding Employees with ClickUp,"Human Resources, Human Resources Operations, Training",4.5,(286 reviews),Intermediate · Guided Project · Less Than 2 Hours,Hiring Onboarding Employees ClickUp
939,939,https://www.coursera.org/projects/project-management-creating-the-wbs,,Coursera Project Network,Project Management: Creating the WBS,"Entrepreneurship, Project Management, Strategy and Operations",4.6,(470 reviews),Beginner · Guided Project · Less Than 2 Hours,Project Management Creating WBS
940,940,https://www.coursera.org/learn/wuli,Free,National Taiwan University,普通物理學-電磁學、光學及近代物理 (General Physics (1)),,4.8,(23 reviews),Mixed · Course · 1-3 Months, General Physics 1
941,941,https://www.coursera.org/projects/discounted-cash-flow-modeling,,Coursera Project Network,Discounted Cash Flow Modeling,"Accounting, Corporate Accouting, Forecasting, Probability & Statistics, Business Analysis, Data Analysis, Financial Analysis",4.4,(523 reviews),Intermediate · Guided Project · Less Than 2 Hours,Discounted Cash Flow Modeling
942,942,https://www.coursera.org/learn/formadores-ciudadania,Free,Universidad de los Andes,Formadores de Ciudadanía,"Communication, Leadership and Management, Emotional Intelligence, Entrepreneurship, Business Psychology, Conflict Management, Human Learning, Human Resources, Marketing, Problem Solving, Public Relations, Research and Design",4.9,(440 reviews),Beginner · Course · 1-3 Months,Formadores de Ciudadana
943,943,https://www.coursera.org/learn/project-planning-ar,Free,"University of California, Irvine",بدء المشاريع والتخطيط لها,"Leadership and Management, Strategy and Operations, Entrepreneurship, Project Management",4.8,(34 reviews),Mixed · Course · 1-3 Months,   
944,944,https://www.coursera.org/learn/organ-donation,Free,University of Cape Town,Organ Donation: From Death to Life,"Entrepreneurship, Business Psychology, Communication, Procurement, Supply Chain and Logistics",4.8,(781 reviews),Intermediate · Course · 1-4 Weeks,Organ Donation Death Life
945,945,https://www.coursera.org/learn/intellectual-disability-care-education,Free,University of Cape Town,Severe to Profound Intellectual Disability: Circles of Care and Education,Communication,4.8,(120 reviews),Beginner · Course · 1-4 Weeks,Severe Profound Intellectual Disability Circles Care Education
946,946,https://www.coursera.org/learn/operations-research-algorithms,Free,National Taiwan University,Operations Research (2): Optimization Algorithms,"Strategy and Operations, Operations Research, Research and Design, Theoretical Computer Science, Algebra, Algorithms, Linear Algebra, Mathematics, Supply Chain and Logistics, Transportation Operations Management",4.8,(67 reviews),Intermediate · Course · 1-3 Months,Operations Research 2 Optimization Algorithms
947,947,https://www.coursera.org/learn/shipin-anquan,Free,National Taiwan University,食品安全與毒理 (Food Safety & Toxicology),,4.9,(241 reviews),Beginner · Course · 1-3 Months, Food Safety  Toxicology
948,948,https://www.coursera.org/learn/3d-cad-application,Free,National Taiwan University,3D CAD Application,"Computer Graphic Techniques, Computer Graphics, Accounting, Algorithms, Data Analysis, Data Analysis Software, Finance, Geometry, Human Resources, Investment Management, Leadership Development, Leadership and Management, Mathematics, Software Engineering, Theoretical Computer Science",4.8,(126 reviews),Intermediate · Course · 1-3 Months,3D CAD Application
949,949,https://www.coursera.org/learn/climate-adaptation,Free,University of Cape Town,Climate Adaptation in Africa,"Business Psychology, Entrepreneurship, Resilience, Adaptability, Leadership and Management, Communication, Finance, Planning, Project Management, Risk Management, Strategy and Operations, Supply Chain and Logistics",4.7,(89 reviews),Beginner · Course · 1-3 Months,Climate Adaptation Africa
950,950,https://www.coursera.org/learn/prob1,Free,National Taiwan University,頑想學概率：機率一 (Probability (1)),"Probability & Statistics, General Statistics, Mathematics, Bayesian Statistics, Combinatorics, Probability Distribution",4.8,(334 reviews),Beginner · Course · 1-3 Months, Probability 1
951,951,https://www.coursera.org/learn/economics,Free,National Taiwan University,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,,4.8,(186 reviews),Mixed · Course · 1-4 Weeks,Introduction Economics Incentive Markets
952,952,https://www.coursera.org/learn/zhuangzi,Free,National Taiwan University,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)","Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, General Statistics, Probability & Statistics",4.9,(192 reviews),Beginner · Course · 1-3 Months, ZhuangziPosture Awareness Sentiment
953,953,https://www.coursera.org/learn/shiji,Free,National Taiwan University,史記 (Shi Ji),,4.9,(203 reviews),Beginner · Course · 1-3 Months, Shi Ji
954,954,https://www.coursera.org/learn/ntumlone-algorithmicfoundations,Free,National Taiwan University,機器學習基石下 (Machine Learning Foundations)---Algorithmic Foundations,"Machine Learning, Econometrics",4.9,(315 reviews),Intermediate · Course · 1-3 Months, Machine Learning FoundationsAlgorithmic Foundations
955,955,https://www.coursera.org/learn/service-models,Free,National Taiwan University,"服務模式的體驗、設計與創新：從痛點到賣點 (Experience, Design, and Innovation of Service Models: from Pain Points to Selling Points)","Strategy and Operations, Entrepreneurship, Human Computer Interaction, Leadership and Management, Marketing, Research and Design, Sales, Strategy, User Experience, Business Psychology, Design and Product, Market Research, Product Management, Product Marketing, Project Management, User Experience Design",4.8,(141 reviews),Beginner · Course · 1-3 Months, Experience Design Innovation Service Models Pain Points Selling Points
956,956,https://www.coursera.org/learn/pbc3,Free,National Taiwan University,用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3)),"Computer Programming, Python Programming, Statistical Programming, HTML and CSS, Web Development",4.9,(148 reviews),Mixed · Course · 1-3 Months, Python Programming Business Computing Python 3
957,957,https://www.coursera.org/learn/prob2,Free,National Taiwan University,頑想學概率：機率二 (Probability (2)),"Probability & Statistics, General Statistics",4.8,(83 reviews),Mixed · Course · 1-3 Months, Probability 2
958,958,https://www.coursera.org/learn/poetry-prose-novel,Free,National Taiwan University,現代文學導讀：詩、散文、小說,,4.6,(38 reviews),Beginner · Course · 1-3 Months,
959,959,https://www.coursera.org/learn/interculturalidad,Free,Universidad de los Andes,Comprender las dimensiones interculturales en la cotidianidad,"Business Psychology, Culture, Leadership and Management, Communication, Entrepreneurship, Human Learning",4.8,(312 reviews),Intermediate · Course · 1-3 Months,Comprender las dimensiones interculturales en la cotidianidad
960,960,https://www.coursera.org/learn/sheng-wu-xin-xi-xue,Free,Peking University,生物信息学: 导论与方法,"Bioinformatics, Probability & Statistics, Machine Learning, Markov Model",4.7,(179 reviews),Mixed · Course · 3-6 Months, 
961,961,https://www.coursera.org/learn/blending-learning-personalization,Free,New Teacher Center,Blended Learning: Personalizing Education for Students,,4.7,(232 reviews),Mixed · Course · 1-3 Months,Blended Learning Personalizing Education Students
962,962,https://www.coursera.org/learn/personalised-medicine-from-a-nordic-perspective,Free,University of Copenhagen,Personalised Medicine from a Nordic Perspective,,4.5,(29 reviews),Intermediate · Course · 1-3 Months,Personalised Medicine Nordic Perspective
963,963,https://www.coursera.org/projects/introduction-to-crm-with-hubspot,,Coursera Project Network,Introduction to CRM with HubSpot,"Customer Relationship Management, Finance, Marketing, Back-End Web Development, Data Management, Leadership and Management, Web Development",4.7,(549 reviews),Beginner · Guided Project · Less Than 2 Hours,Introduction CRM HubSpot
964,964,https://www.coursera.org/projects/training-and-development-with-eduflow,,Coursera Project Network,Training and Development with Eduflow,"Business Psychology, HR Tech, Human Resources, Training, Professional Development",4.4,(121 reviews),Beginner · Guided Project · Less Than 2 Hours,Training Development Eduflow
